"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"2975","OWW04440-0377",36.11038631,-90.4500669,"8","Year2008",50.61909866,6.18,0.0892,0.684,202.771,15.3,1247,NA,NA,NA,NA,NA,NA
"2976","OWW04440-0377",36.110319,-90.449962,"8","Year2004",50.05,4.84,0.1391362,0.962,163,15.3,1247,81,48.22,0,1.11,50.39,1.26
"2977","OWW04440-0377",36.110319,-90.449962,"8","Year2004",50.05,4.84,0.1391362,0.962,163,15.3,1247,81,48.22,0,1.11,50.39,1.26
"2978","OWW04440-0377",36.110319,-90.449962,"8","Year2004",50.05,4.84,0.1391362,0.962,163,15.3,1247,81,48.22,0,1.11,50.39,1.26
"2979","OWW04440-0378",41.516597,-81.223352,"8","Year2004",2.38,4.18,0.0252126,0.329,15,8.8,1047,356,65.44,8.47,0.86,25.2,1.37
"2980","OWW04440-0378",41.516597,-81.223352,"8","Year2004",2.38,4.18,0.0252126,0.329,15,8.8,1047,356,65.44,8.47,0.86,25.2,1.37
"2981","OWW04440-0378",41.51664843,-81.22317665,"8","Year2008",2.720890045,1.76,0.03448,0.155,12.3413,8.8,1047,374.19,62.802,0.066,4.758,17.641,1.697
"2982","OWW04440-0378",41.51664843,-81.22317665,"8","Year2008",2.720890045,1.76,0.03448,0.155,12.3413,8.8,1047,374.19,62.802,0.066,4.758,17.641,1.697
"2983","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,0.88,0.03421,0.116,4.1963,12.7,1073,NA,NA,NA,NA,NA,NA
"2984","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,0.88,0.03421,0.116,4.1963,12.7,1073,NA,NA,NA,NA,NA,NA
"2985","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,0.88,0.03421,0.116,4.1963,12.7,1073,NA,NA,NA,NA,NA,NA
"2986","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,1.65,0.02297,0.1,4.1938,12.7,1073,352.319,89.207,0.113,2.663,2.617,0.871
"2987","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,1.65,0.02297,0.1,4.1938,12.7,1073,352.319,89.207,0.113,2.663,2.617,0.871
"2988","OWW04440-0380",37.77833107,-91.03216734,"8","Year2008",60.64300156,1.65,0.02297,0.1,4.1938,12.7,1073,352.319,89.207,0.113,2.663,2.617,0.871
"2989","OWW04440-0380",37.778285,-91.032034,"8","Year2004",60.56,1.09,0.0490245,0.18,1,12.7,1073,271,94.77,0.09,0,5.07,0.89
"2990","OWW04440-0380",37.778285,-91.032034,"8","Year2004",60.56,1.09,0.0490245,0.18,1,12.7,1073,271,94.77,0.09,0,5.07,0.89
"2991","OWW04440-0380",37.778285,-91.032034,"8","Year2004",60.56,1.09,0.0490245,0.18,1,12.7,1073,271,94.77,0.09,0,5.07,0.89
"2992","OWW04440-0381",30.28718756,-98.89560053,"9","Year2008",39.34460068,1,0.09906,0.241,4.3063,18.4,760,603.006,30.473,0,5.328,0.796,1.511
"2993","OWW04440-0381",30.28718756,-98.89560053,"9","Year2008",39.34460068,1,0.09906,0.241,4.3063,18.4,760,603.006,30.473,0,5.328,0.796,1.511
"2994","OWW04440-0381",30.286987,-98.895282,"9","Year2004",39.29,1.67,0.0368851,0.225,6,18.4,760,524,52.06,0.04,1.36,6.18,1.79
"2995","OWW04440-0381",30.286987,-98.895282,"9","Year2004",39.29,1.67,0.0368851,0.225,6,18.4,760,524,52.06,0.04,1.36,6.18,1.79
"2996","OWW04440-0382",37.600228,-82.514848,"8","Year2004",249.42,1.62,0.3655827,1.28,4,12.5,1142,222,98.95,0,0.47,0.46,0.92
"2997","OWW04440-0383",43.123117,-78.512015,"8","Year2004",25.8,16.27,0.0677005,1.418,165,8.4,914,184,30.95,5.28,0.17,51.08,1.17
"2998","OWW04440-0384",38.852413,-81.191966,"8","Year2004",4.52,1.95,0.0317492,0.185,7,11.3,1133,235,96.39,0,0.01,3.58,1.33
"2999","OWW04440-0386",42.262413,-75.789983,"8","Year2004",0.72,4.61,0.009338,0.379,47,7.3,1011,374,50.62,0,0,49.37,1.49
"3000","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.41,0.01574,0.38,30.7663,15.7,950,NA,NA,NA,NA,NA,NA
"3001","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.41,0.01574,0.38,30.7663,15.7,950,NA,NA,NA,NA,NA,NA
"3002","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.41,0.01574,0.38,30.7663,15.7,950,NA,NA,NA,NA,NA,NA
"3003","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.41,0.01574,0.38,30.7663,15.7,950,NA,NA,NA,NA,NA,NA
"3004","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3005","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3006","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3007","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3008","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3009","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3010","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3011","OWW04440-0387",35.803914,-96.483066,"9","Year2004",181.02,5.58,0.0252126,0.499,28,15.7,950,244,47.99,0.01,0.77,13.69,1.97
"3012","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.54,0.07421,0.46,35.3013,15.7,950,283.699,49.579,0,6.993,9.078,1.328
"3013","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.54,0.07421,0.46,35.3013,15.7,950,283.699,49.579,0,6.993,9.078,1.328
"3014","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.54,0.07421,0.46,35.3013,15.7,950,283.699,49.579,0,6.993,9.078,1.328
"3015","OWW04440-0387",35.80398666,-96.4833534,"9","Year2008",182.6360016,4.54,0.07421,0.46,35.3013,15.7,950,283.699,49.579,0,6.993,9.078,1.328
"3016","OWW04440-0389",34.42724497,-92.38033902,"8","Year2008",3.10255003,14.21,0.00527,0.519,27.17,16.5,1323,100.07,87.793,1.247,6.205,0,2.088
"3017","OWW04440-0389",34.42724497,-92.38033902,"8","Year2008",3.10255003,14.21,0.00527,0.519,27.17,16.5,1323,100.07,87.793,1.247,6.205,0,2.088
"3018","OWW04440-0389",34.42715,-92.380185,"8","Year2004",3.39,10.8,0.023345,0.566,52,16.5,1323,79,91.71,0.26,0,0,1.81
"3019","OWW04440-0389",34.42715,-92.380185,"8","Year2004",3.39,10.8,0.023345,0.566,52,16.5,1323,79,91.71,0.26,0,0,1.81
"3020","OWW04440-0393",30.50205343,-91.1669992,"8","Year2008",0.707400024,6.76,0.01587,2.231,496.8113,19.3,1530,17.376,0,0,100.001,0,12.721
"3021","OWW04440-0393",30.50205343,-91.1669992,"8","Year2008",0.707400024,6.76,0.01587,2.231,496.8113,19.3,1530,17.376,0,0,100.001,0,12.721
"3022","OWW04440-0393",30.501864,-91.166892,"8","Year2004",1.27,6.28,0.0312823,0.908,286,19.3,1530,11,3.87,0.07,95.93,0.14,13.72
"3023","OWW04440-0393",30.501864,-91.166892,"8","Year2004",1.27,6.28,0.0312823,0.908,286,19.3,1530,11,3.87,0.07,95.93,0.14,13.72
"3024","OWW04440-0394",40.722072,-76.793002,"8","Year2004",312.63,0.75,0.2348507,0.749,10,9.7,1062,142,74.32,1.07,3.05,9,2.44
"3025","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,1.33,4.09946,4.108,27.2006,13.9,1257,186.121,29.436,0,4.817,65.052,1.524
"3026","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,1.33,4.09946,4.108,27.2006,13.9,1257,186.121,29.436,0,4.817,65.052,1.524
"3027","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,1.33,4.09946,4.108,27.2006,13.9,1257,186.121,29.436,0,4.817,65.052,1.524
"3028","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,2.52,2.35737,2.758,56.2294,13.9,1257,NA,NA,NA,NA,NA,NA
"3029","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,2.52,2.35737,2.758,56.2294,13.9,1257,NA,NA,NA,NA,NA,NA
"3030","OWW04440-0398",36.85100188,-87.4286475,"8","Year2008",7.136099815,2.52,2.35737,2.758,56.2294,13.9,1257,NA,NA,NA,NA,NA,NA
"3031","OWW04440-0398",36.850957,-87.428641,"8","Year2004",7.19,2.41,1.0080371,4.3,43,13.9,1257,164,13.33,9.16,0.88,76.61,0.95
"3032","OWW04440-0398",36.850957,-87.428641,"8","Year2004",7.19,2.41,1.0080371,4.3,43,13.9,1257,164,13.33,9.16,0.88,76.61,0.95
"3033","OWW04440-0398",36.850957,-87.428641,"8","Year2004",7.19,2.41,1.0080371,4.3,43,13.9,1257,164,13.33,9.16,0.88,76.61,0.95
"3034","OWW04440-0400",41.863759,-88.744868,"8","Year2004",2.98,6.65,10.3572427,33.35,98,8.6,928,268,2.1,0.03,0,97.83,1.09
"3035","OWW04440-0401",30.48896,-87.363313,"8","Year2004",6.75,5.01,0.3669834,1.376,3,19.8,1508,9,43.1,30.54,0.85,21.42,2.28
"3036","OWW04440-0403",39.729547,-97.946009,"9","Year2004",167.97,4.71,0,1.265,316,11.4,712,427,6.68,0.02,0.5,54.78,1.27
"3037","OWW04440-0405",34.085611,-97.670506,"9","Year2004",313.96,12.27,0,1.455,296,17.1,838,238,5.83,0.01,0.03,22.54,0.39
"3038","OWW04440-0410",39.24431803,-78.6645971,"8","Year2008",31.34819984,2.02,0.07495,0.234,4.9394,10.3,934,511.441,76.331,0,3.586,20.017,1.029
"3039","OWW04440-0410",39.24431803,-78.6645971,"8","Year2008",31.34819984,2.02,0.07495,0.234,4.9394,10.3,934,511.441,76.331,0,3.586,20.017,1.029
"3040","OWW04440-0410",39.244215,-78.664861,"8","Year2004",31.32,1.58,0.0611639,0.273,2,10.3,934,379,75.29,0.0057,0.04,24.47,0.9
"3041","OWW04440-0410",39.244215,-78.664861,"8","Year2004",31.32,1.58,0.0611639,0.273,2,10.3,934,379,75.29,0.0057,0.04,24.47,0.9
"3042","OWW04440-0416",40.942981,-83.812091,"8","Year2004",74.18,4.24,0.0401534,0.564,87,9.8,891,243,8.28,0.7,0.57,90.42,1.68
"3043","OWW04440-0418",43.207763,-83.200398,"8","Year2004",32.5,5.04,0.0522928,0.858,12,8.2,753,241,26.4,7.75,0.05,65.79,1.22
"3044","OWW04440-0418",43.207763,-83.200398,"8","Year2004",32.5,5.04,0.0522928,0.858,12,8.2,753,241,26.4,7.75,0.05,65.79,1.22
"3045","OWW04440-0418",43.20778923,-83.20034269,"8","Year2008",33.03919983,7.38,0.2321,0.946,17.215,8.2,753,262.858,28.144,11.691,4.704,53.26,1.465
"3046","OWW04440-0418",43.20778923,-83.20034269,"8","Year2008",33.03919983,7.38,0.2321,0.946,17.215,8.2,753,262.858,28.144,11.691,4.704,53.26,1.465
"3047","OWW04440-0419",39.501327,-94.16099,"9","Year2004",17.34,4.07,0.018676,0.724,60,11.3,956,269,16.33,1.14,0.84,58.35,1.07
"3048","OWW04440-0420",36.357356,-82.703299,"8","Year2004",35.72,1.37,0.5009837,1.68,65,12.9,1131,440,45.89,0.2,1.37,51.92,1.59
"3049","OWW04440-0423",43.94377529,-90.97232083,"8","Year2008",39.34420013,0.89,2.11476,2.418,155.8244,6.8,822,299.081,56.109,0.002,3.768,39.19,1.025
"3050","OWW04440-0423",43.94377529,-90.97232083,"8","Year2008",39.34420013,0.89,2.11476,2.418,155.8244,6.8,822,299.081,56.109,0.002,3.768,39.19,1.025
"3051","OWW04440-0423",43.94381,-90.972187,"8","Year2004",39.39,1.55,0.620977,1.971,89,6.8,822,232,52,0,0.0023,47.88,1.04
"3052","OWW04440-0423",43.94381,-90.972187,"8","Year2004",39.39,1.55,0.620977,1.971,89,6.8,822,232,52,0,0.0023,47.88,1.04
"3053","OWW04440-0425",30.76720397,-89.65497288,"8","Year2008",292.1180115,2.76,0.01104,0.178,28.0788,19,1593,69.787,34.77,20.751,2.155,15.621,1.188
"3054","OWW04440-0425",30.76720397,-89.65497288,"8","Year2008",292.1180115,2.76,0.01104,0.178,28.0788,19,1593,69.787,34.77,20.751,2.155,15.621,1.188
"3055","OWW04440-0425",30.767016,-89.654905,"8","Year2004",291.05,8.34,0.0569618,0.681,59,19,1593,35,61.07,9.34,0.23,25.98,0.97
"3056","OWW04440-0425",30.767016,-89.654905,"8","Year2004",291.05,8.34,0.0569618,0.681,59,19,1593,35,61.07,9.34,0.23,25.98,0.97
"3057","OWW04440-0426",39.94336486,-79.72039731,"8","Year2008",118.9889984,4.91,9.95517,10.531,1750.44,10.3,1066,415.979,54.287,0,30.805,14.266,4.716
"3058","OWW04440-0426",39.94336486,-79.72039731,"8","Year2008",118.9889984,4.91,9.95517,10.531,1750.44,10.3,1066,415.979,54.287,0,30.805,14.266,4.716
"3059","OWW04440-0426",39.943289,-79.720633,"8","Year2004",119.48,3.14,0.6559945,2.384,302,10.3,1066,293,60.67,0.12,15.01,22.6,4.08
"3060","OWW04440-0426",39.943289,-79.720633,"8","Year2004",119.48,3.14,0.6559945,2.384,302,10.3,1066,293,60.67,0.12,15.01,22.6,4.08
"3061","OWW04440-0427",45.341546,-88.053339,"5","Year2004",48.11,3.38,0.0392196,0.234,3,5.4,777,232,77.62,13.14,0.02,7.03,1.3
"3062","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,12.18,0.0161,0.968,82.1588,5.2,1003,363.354,86.74,9.597,0,0,0
"3063","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,12.18,0.0161,0.968,82.1588,5.2,1003,363.354,86.74,9.597,0,0,0
"3064","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,12.18,0.0161,0.968,82.1588,5.2,1003,363.354,86.74,9.597,0,0,0
"3065","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,11.57,0.03484,0.824,74.91,5.2,1003,NA,NA,NA,NA,NA,NA
"3066","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,11.57,0.03484,0.824,74.91,5.2,1003,NA,NA,NA,NA,NA,NA
"3067","OWW04440-0428",44.58850577,-74.80835367,"5","Year2008",1.228500009,11.57,0.03484,0.824,74.91,5.2,1003,NA,NA,NA,NA,NA,NA
"3068","OWW04440-0428",44.588445,-74.808717,"5","Year2004",0.62,9.98,0.0079373,0.648,51,5.2,1003,335,100,0,0,0,0
"3069","OWW04440-0428",44.588445,-74.808717,"5","Year2004",0.62,9.98,0.0079373,0.648,51,5.2,1003,335,100,0,0,0,0
"3070","OWW04440-0428",44.588445,-74.808717,"5","Year2004",0.62,9.98,0.0079373,0.648,51,5.2,1003,335,100,0,0,0,0
"3071","OWW04440-0429",31.419392,-103.340998,"10","Year2004",10102.16,1.48,0,1.061,54,18.3,282,772,0.09,0.02,0.28,0.3,0.93
"3072","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,2.66,3.28099,3.788,307.4306,11.3,1049,235.758,5.255,0.011,21.867,72.083,3.326
"3073","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,2.66,3.28099,3.788,307.4306,11.3,1049,235.758,5.255,0.011,21.867,72.083,3.326
"3074","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,2.66,3.28099,3.788,307.4306,11.3,1049,235.758,5.255,0.011,21.867,72.083,3.326
"3075","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,3.01,2.90179,3.379,752.985,11.3,1049,NA,NA,NA,NA,NA,NA
"3076","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,3.01,2.90179,3.379,752.985,11.3,1049,NA,NA,NA,NA,NA,NA
"3077","OWW04440-0432",39.41488769,-86.0084241,"8","Year2008",281.3089905,3.01,2.90179,3.379,752.985,11.3,1049,NA,NA,NA,NA,NA,NA
"3078","OWW04440-0432",39.414837,-86.008435,"8","Year2004",265.97,2.83,1.8316487,6.188,840,11.3,1049,204,2.73,0.34,7.24,89.64,2.6
"3079","OWW04440-0432",39.414837,-86.008435,"8","Year2004",265.97,2.83,1.8316487,6.188,840,11.3,1049,204,2.73,0.34,7.24,89.64,2.6
"3080","OWW04440-0432",39.414837,-86.008435,"8","Year2004",265.97,2.83,1.8316487,6.188,840,11.3,1049,204,2.73,0.34,7.24,89.64,2.6
"3081","OWW04440-0433",30.554386,-93.335471,"8","Year2004",11.19,14.37,0.0112056,0.671,29,19,1460,24,45.46,7.83,0,46.69,0.33
"3082","OWW04440-0435",38.720602,-96.099664,"9","Year2004",95.67,2.63,0.0667667,0.454,41,12.2,904,364,1.25,0.6,0,27.49,0.76
"3083","OWW04440-0436",30.153065,-81.605083,"8","Year2004",8.9,6.6,0.0448224,0.513,71,20.7,1260,1,4.41,9.32,83.53,1.36,8.67
"3084","OWW04440-0437",32.76347,-95.425851,"8","Year2004",21.87,8.94,0.009338,0.636,93,17.7,1076,103,54.16,3.92,0.71,40.07,1.76
"3085","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.37,0.07967,0.288,94.2881,13.5,1077,NA,NA,NA,NA,NA,NA
"3086","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.37,0.07967,0.288,94.2881,13.5,1077,NA,NA,NA,NA,NA,NA
"3087","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.37,0.07967,0.288,94.2881,13.5,1077,NA,NA,NA,NA,NA,NA
"3088","OWW04440-0439",38.440545,-76.697373,"8","Year2004",4.02,4.16,0.0387527,0.271,113,13.5,1077,8,76.18,2.05,12.64,9.1,2.09
"3089","OWW04440-0439",38.440545,-76.697373,"8","Year2004",4.02,4.16,0.0387527,0.271,113,13.5,1077,8,76.18,2.05,12.64,9.1,2.09
"3090","OWW04440-0439",38.440545,-76.697373,"8","Year2004",4.02,4.16,0.0387527,0.271,113,13.5,1077,8,76.18,2.05,12.64,9.1,2.09
"3091","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.73,0.09623,0.371,117.9463,13.5,1077,36.129,76.588,3.204,15.446,3.133,2.825
"3092","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.73,0.09623,0.371,117.9463,13.5,1077,36.129,76.588,3.204,15.446,3.133,2.825
"3093","OWW04440-0439",38.44066919,-76.69705831,"8","Year2008",6.288239956,3.73,0.09623,0.371,117.9463,13.5,1077,36.129,76.588,3.204,15.446,3.133,2.825
"3094","OWW04440-0440",43.46058542,-88.44499651,"8","Year2008",17.32019997,24.36,0.04135,10.763,1465.256,7.1,807,332.866,7.246,5.515,8.629,77.835,1.625
"3095","OWW04440-0440",43.46058542,-88.44499651,"8","Year2008",17.32019997,24.36,0.04135,10.763,1465.256,7.1,807,332.866,7.246,5.515,8.629,77.835,1.625
"3096","OWW04440-0440",43.460589,-88.444897,"8","Year2004",17.09,5.98,2.2397193,7.725,105,7.1,807,308,9.77,0.64,0,89.03,1.72
"3097","OWW04440-0440",43.460589,-88.444897,"8","Year2004",17.09,5.98,2.2397193,7.725,105,7.1,807,308,9.77,0.64,0,89.03,1.72
"3098","OWW04440-0442",40.832691,-79.128645,"8","Year2004",19.95,1.71,0.5075203,1.641,35,8.7,1143,354,47.74,0,0.29,51.95,1.94
"3099","OWW04440-0445",29.527345,-98.533257,"9","Year2004",37.58,7.37,0.1629481,1.372,316,19.9,773,242,41.25,0.01,50.25,4.3,7.98
"3100","OWW04440-0447",42.31506191,-76.95503527,"8","Year2008",3.818700075,4.19,0.09366,0.307,27.5206,7.5,860,481.014,91.774,2.168,0.966,1.037,0.948
"3101","OWW04440-0447",42.31506191,-76.95503527,"8","Year2008",3.818700075,4.19,0.09366,0.307,27.5206,7.5,860,481.014,91.774,2.168,0.966,1.037,0.948
"3102","OWW04440-0447",42.314988,-76.95535,"8","Year2004",3.77,4.17,0.0494914,0.358,28,7.5,860,399,97.68,0,0.02,2.29,0.87
"3103","OWW04440-0447",42.314988,-76.95535,"8","Year2004",3.77,4.17,0.0494914,0.358,28,7.5,860,399,97.68,0,0.02,2.29,0.87
"3104","OWW04440-0451",35.956442,-98.861355,"9","Year2004",112.62,4.77,0.0410872,0.514,59,14.8,694,494,12.65,0,0,14.15,1.45
"3105","OWW04440-0453",35.012273,-91.072182,"8","Year2004",16.17,5.43,0.1825579,4.25,170,16.1,1265,61,0.96,1.31,0,97.72,1.09
"3106","OWW04440-0455",44.942606,-93.021235,"8","Year2004",25.27,3.74,0.0873103,0.581,53,7.3,761,255,6.3,7.96,59.96,22.23,7
"3107","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,4.08,1.28918,1.756,69.7238,11.8,985,229.073,4.584,1.014,4.56,89.043,1.431
"3108","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,4.08,1.28918,1.756,69.7238,11.8,985,229.073,4.584,1.014,4.56,89.043,1.431
"3109","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,4.08,1.28918,1.756,69.7238,11.8,985,229.073,4.584,1.014,4.56,89.043,1.431
"3110","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,8.38,1.46179,2.456,176.905,11.8,985,NA,NA,NA,NA,NA,NA
"3111","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,8.38,1.46179,2.456,176.905,11.8,985,NA,NA,NA,NA,NA,NA
"3112","OWW04440-0456",39.14697049,-91.39218266,"8","Year2008",61.63219833,8.38,1.46179,2.456,176.905,11.8,985,NA,NA,NA,NA,NA,NA
"3113","OWW04440-0456",39.146929,-91.392028,"8","Year2004",62.28,3.89,0.4865098,1.919,60,11.8,985,199,6.47,0.62,0.0014,88.56,1.24
"3114","OWW04440-0456",39.146929,-91.392028,"8","Year2004",62.28,3.89,0.4865098,1.919,60,11.8,985,199,6.47,0.62,0.0014,88.56,1.24
"3115","OWW04440-0456",39.146929,-91.392028,"8","Year2004",62.28,3.89,0.4865098,1.919,60,11.8,985,199,6.47,0.62,0.0014,88.56,1.24
"3116","OWW04440-0457",31.162541,-93.187581,"8","Year2004",7.43,4.73,0.0224112,0.333,15,18.6,1427,79,83.82,1.91,2.13,11.17,1.49
"3117","OWW04440-0458",40.710392,-74.714762,"8","Year2004",12.58,2.27,0.2325162,0.804,14,9.4,1257,62,76.23,0.85,1.66,21.24,1.74
"3118","OWW04440-0459",46.53231367,-89.39796022,"5","Year2008",40.03419876,17.15,0,0.848,96.7438,4.1,861,391.919,54.632,24.895,3.035,11.96,1.059
"3119","OWW04440-0459",46.53231367,-89.39796022,"5","Year2008",40.03419876,17.15,0,0.848,96.7438,4.1,861,391.919,54.632,24.895,3.035,11.96,1.059
"3120","OWW04440-0459",46.532368,-89.397812,"5","Year2004",39.7,12.28,0,0.618,34,4.1,861,360,64.55,21.2,0.54,13.56,0.85
"3121","OWW04440-0459",46.532368,-89.397812,"5","Year2004",39.7,12.28,0,0.618,34,4.1,861,360,64.55,21.2,0.54,13.56,0.85
"3122","OWW04440-0464",42.436471,-88.625989,"8","Year2004",1.91,3.14,1.8433212,6.056,30,8.2,906,275,10.12,1.03,7.58,80.93,1.72
"3123","OWW04440-0465",31.457099,-86.064497,"8","Year2004",61.75,3.69,0.1013173,0.399,9,18.3,1449,58,89.26,0.41,0.02,7.44,0.99
"3124","OWW04440-0466",41.56286652,-73.84559791,"8","Year2008",141.7619934,1.49,0.39934,0.606,16.5956,9.8,1100,165.134,50.302,3.859,11.875,28.148,2.569
"3125","OWW04440-0466",41.56286652,-73.84559791,"8","Year2008",141.7619934,1.49,0.39934,0.606,16.5956,9.8,1100,165.134,50.302,3.859,11.875,28.148,2.569
"3126","OWW04440-0466",41.562773,-73.846019,"8","Year2004",138.64,2.03,0.149408,0.681,18,9.8,1100,66,62.03,2.88,6.24,28.54,2.51
"3127","OWW04440-0466",41.562773,-73.846019,"8","Year2004",138.64,2.03,0.149408,0.681,18,9.8,1100,66,62.03,2.88,6.24,28.54,2.51
"3128","OWW04440-0467",36.855037,-94.958547,"9","Year2004",13.24,8.34,0.0999166,1.253,118,14.4,1078,235,7.57,0.07,0.02,90.31,1.11
"3129","OWW04440-0469",34.77874,-94.707477,"8","Year2004",9.08,0.8,0.0060697,0.101,14,15.4,1273,225,96.09,0,0,0.18,0.59
"3130","OWW04440-0471",45.795671,-91.172661,"5","Year2004",3.73,14.26,0.0205436,0.717,41,4.7,827,399,84.47,1.05,1.82,12.32,0.87
"3131","OWW04440-0472",40.512696,-89.332353,"8","Year2004",4.73,2.56,3.6576946,11.625,86,10.6,951,204,1.76,0,0.03,98.19,1.82
"3132","OWW04440-0473",33.857712,-89.478962,"8","Year2004",13.47,2.3,0.0168084,0.213,53,16.5,1427,76,83.76,0,0,9.54,1.04
"3133","OWW04440-0474",41.269719,-79.098401,"5","Year2004",0.9,1.78,0.0831082,0.369,15,7.7,1134,516,71.99,0,0,28,1.92
"3134","OWW04440-0475",43.698223,-95.413115,"9","Year2004",260.23,4.96,7.4447205,23.925,4175,6.7,696,439,0.66,0.93,4.92,93.47,1.79
"3135","OWW04440-0479",43.269083,-77.626852,"8","Year2004",12.94,3.19,0.1377355,0.898,116,8.7,808,75,11.51,0.06,87.38,0.93,8.79
"3136","OWW04440-0480",40.07580709,-84.84430651,"8","Year2008",17.88439941,2.41,2.3156,2.688,56.5269,9.8,977,357.59,5.663,0.025,7.242,86.234,1.556
"3137","OWW04440-0480",40.07580709,-84.84430651,"8","Year2008",17.88439941,2.41,2.3156,2.688,56.5269,9.8,977,357.59,5.663,0.025,7.242,86.234,1.556
"3138","OWW04440-0480",40.07576,-84.844345,"8","Year2004",16.49,2.54,0.5117224,2.058,90,9.8,977,347,4.05,0.38,0.1,95.45,1.37
"3139","OWW04440-0480",40.07576,-84.844345,"8","Year2004",16.49,2.54,0.5117224,2.058,90,9.8,977,347,4.05,0.38,0.1,95.45,1.37
"3140","OWW04440-0481",32.553423,-85.417978,"8","Year2004",60.05,2.87,0.0971152,0.684,54,17,1404,158,72.12,1.42,2.02,22.57,1.71
"3141","OWW04440-0482",43.182202,-83.405923,"8","Year2004",17.73,4.62,0.0592963,0.399,17,8.2,760,239,20.58,5.82,0.78,72.8,1.53
